Configuration,Address,Name,Description,Area,Area type,Price,Price Unit,No of Bathroom
Plot/Land,"Roshanabad, Haridwar",Siddharth Enclave,"Pentagon mall at 3 km 
Metro hospital at 1.5 km
Indane gas agency at 200 mt
Petrol pump at 100 mt
Police line at 500 mt
Stadium at 200 mt
Jawahar navodaya school at 500 mt
Govt. Nusing college 500 mt
Govt. Iti at 500 mt
Tehsil 1.5 km
Rto at 1.5 km
Railway station at 9.0 km
Bhel at 7 km","3,200 sqft",Plot Area,₹80 Lac,"₹2,500 /sqft",0
Plot/Land,"Sidcul , Haridwar","Sidcul , Haridwar","This plot is near to sidkul area.The plot can be used for rented,pg,guest house purpose. You can construct 40 rooms in four storied building on this plot and earn rs 120000 per month rent. Therefore this best opportunity for getting good return.","1,650 sqft",Plot Area,₹33 Lac,"₹2,000 /sqft",0
Plot/Land,"Kankhal, Haridwar",Raja Garden,Planning to build residence in haridwar? This plot in kankhal is the best deal for you. It spreads over 111473 sq.Ft. Super built up area. The property is guarded and secluded by boundary wall around it. Expected possession of property within 3 months. The owner of the property has leasehold entitlement over the land. The asking price is only 3000. Negotiable men road 30 footmen road 30 square ...,"111,473 sqft",Plot Area,₹33.44 Cr,"₹3,000 /sqft",0
2 BHK,"Jamalpur Kalan, Haridwar",Lucky Vihar,"2 room, hall, open kitchen, lobby, open terrace, 2 wheeler packing space inside the house, 30 feet road in front of house, 300 m inside from the main road",560 sqft,Plot Area,₹23 Lac,"₹4,107 /sqft",1
Plot/Land,"Shyampur, Haridwar","Shyampur, Haridwar","I have a land available for sale in shyampur, haridwar. Available at price of rs 1600000. It has plot area of 1250 sqft. It is a freehold property","1,250 sqft",Plot Area,₹16 Lac,"₹1,280 /sqft",0
2 BHK,"Haripur Kalan,haridwar,shivam apartment,flat no-3,near gopi dham",shivam apartment,"2 big bedroom with 2 bathroom,1 kitchen with 2 specious lobby,1 store room and one big balcony.Located on 1st floor,seperate plenty parking",850 sqft,Carpet Area,₹36 Lac,"₹4,235 /sqft",2
5 BHK,"Subhash Nagar, Haridwar","Subhash Nagar, Haridwar",Property is in prime location of the city.,"1,500 sqft",Plot Area,₹80 Lac,"₹5,333 /sqft",2
8 BHK,"Patanjali Yogpeeth, Haridwar",Shiv Ganga Enclave,"I have a house/villa available for sale in jwalapur, haridwar. Available at price of rs 80 lacs. It has plot area of 1950 sq ft. It has 8 bhk, 5 bathroom, 1 balcony.It is a freehold property","1,950 sqft",Plot Area,₹80 Lac,"₹4,102 /sqft",5
3 BHK,"Arihant Vihar, Haridwar",Khasra no. 550/2,"Spacious rooms, two side open balcony, well maintained facility,
Parking & lift facility available.","1,044 sqft",Super Built-up Area,₹55 Lac,"₹5,717 /sqft",2
Plot/Land,"Sidcul , Haridwar","Sidcul , Haridwar","1- East facing plot
2- 700 meter from denso chowk and 1.5 km from main haridwar-Roorkee road and has 18 foot road in east facing
3- Area is very fast developing","1,278 sqft",Plot Area,₹19.25 Lac,"₹1,500 /sqft",0
2 BHK,"Bahadarabad, Haridwar",Eminent Aarogyam Apartments,"Dev bhumi haridwar. I just want to say... Just come and feel, har har mahadev","1,280 sqft",Super Built-up Area,₹52 Lac,"₹4,062 /sqft",2
2 BHK,"Jwalapur, Haridwar",No,"Interested to sell independent house/villa.It is a 5 to 10 years old  construction400 sq.Ft.(Builtup area) , 400 sq.Ft.(Plot area) is the area of the propertyit has spacious 2 bedrooms  and 1 bathroom. .Want to sell it for 32 lac.",400 sqft,Plot Area,₹32 Lac,"₹8,000 /sqft",1
3 BHK,"Patanjali Yogpeeth, Haridwar","Patanjali Yogpeeth, Haridwar",This property is located in hari ashrey colony near by patanjali yogpeeth ...Best for rental income,852 sqft,Plot Area,₹45 Lac,"₹5,046 /sqft",3
Plot/Land,"Badheri Rajputan, Haridwar","Badheri Rajputan, Haridwar","This property is situated nearby a group of society like anandam city,anandika city,arogyam, patanjali yogpeeth, crystal world and so many project.This is best for investment.I have an urgency of money so i am selling it in this low price.","17,975 sqft",Plot Area,₹90 Lac,₹501 /sqft,0
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar",This is 2 side open beautiful plot with 15 feet and 12 feet roads in front and back side. This colony has electrical connection and abundance underground water supply. Ganga river canal is just 10 mins walk away. Construction of houses in few plots inside the colony are completed and families are living there. This colony is just 7 kms from sidcul industrial area and 4 kms from nh58. Widening o...,800 sqft,Plot Area,₹9 Lac,"₹1,125 /sqft",0
5 BHK,"SHIVALIK GANGA VIHAR NAVODYA NAGAR, Haridwar","SHIVALIK GANGA VIHAR NAVODYA NAGAR, Haridwar",Well maintained and well location,560 sqft,Plot Area,₹40 Lac,"₹7,142 /sqft",2
Plot/Land,"Bahadarabad, Haridwar",om vihar,"We have a land available for sale in bahadarabad, haridwar. Available at price of rs 1890000. It has plot area of 1260 sqft. It is a freehold property","1,260 sqft",Plot Area,₹18.9 Lac,"₹1,500 /sqft",0
3 BHK,"Roshanabad, Haridwar",Haridwar Inderlok Avas Yojna,Teen set makan hai pasand aaye tabhi call karna price negotiable hai,570 sqft,Plot Area,₹28.5 Lac,"₹5,000 /sqft",1
1 BHK,"Kankhal, Haridwar","Shri Ganga apartments, Purushottam vihar","It is located in ganga apartments and as it is gated community , security is good, 2 temples near by, hari ki paudi is 15 min waking",538 sqft,Built-up Area,₹22 Lac,"₹4,089 /sqft",1
Plot/Land,"Roshanabad, Haridwar",Shikhar Enclave,"Will become commercial in few time.
Main road facing (North-East)
Suitable for shop at ground floor.",830 sqft,Plot Area,₹16.6 Lac,"₹2,000 /sqft",0
2 BHK,"Bahadarabad, Haridwar",Eminent Aarogyam Apartments,"This property adjoining to patanjali yog peeth and opposite crystal water park and crystal food court and very near to her ki podi 
(Only 10 min drive )","1,085 sqft",Carpet Area,₹50 Lac,"₹4,608 /sqft",2
6 BHK,"Jamalpur Kalan, Haridwar",Shivani Puram 2,Spacious rooms beautiful interiors,900 sqft,Plot Area,₹70 Lac,"₹7,777 /sqft",2
Plot/Land,"Salempur Mehdood-2, Vikas Nagar, Haridwar","Salempur Mehdood-2, Vikas Nagar, Haridwar",Near to sidcul industrial area,"2,500 sqft",Plot Area,₹52.5 Lac,"₹2,100 /sqft",0
2 BHK,"Bahadarabad, Haridwar",Eminent Aarogyam Apartments,"We are the proud owners of this 2 bhk apartment available in eminent aarogyam apartments, bahadarabad, haridwar. This semifurnished apartment is a 1-5 year old but has never been used in any way and renovations have also been done recently, priced approximately at rs. 4609 per sq. Ft. Or rs. 50 lakhs. It is a resale and a ready to move in apartment. The unit is located on the 6th floor and has ...","1,085 sqft",Super Built-up Area,Price on Request,,2
Plot/Land,"Jamalpur Kalan, Haridwar","Jamalpur Kalan, Haridwar","Its on jamalpur to jiyapota road, very small colony 22feet wide road, family already residing, veary near to raja garden and jamalpur...And its very near to new bypass road of kankhal...",625 sqft,Plot Area,₹10 Lac,"₹1,600 /sqft",0
3 BHK,"Kankhal, Haridwar",vishnu garden gurukul kangri,"I have a house/villa available for sale in kankhal, haridwar. Available at price of rs 85 lacs. It has plot area of 1240 sq ft. It has 3 bhk, 1 bathroom, 1 balcony.It is a freehold property","1,240 sqft",Plot Area,₹85 Lac,"₹6,854 /sqft",1
Plot/Land,"Sidcul , Haridwar","Sidcul , Haridwar","We have a land available for sale in sidcul, haridwar. Available at price of rs 10 lacs. It has plot area of 800 sq ft. It is a freehold property",800 sqft,Plot Area,₹10 Lac,"₹1,250 /sqft",0
Plot/Land,"Bahadarabad, Haridwar","Bahadarabad, Haridwar","We are proud owners of land available for sale in bahadrabad, haridwar. Available at price of rs 15 lacs. It has plot area of 875 sq ft. It is a freehold property",875 sqft,Plot Area,₹15 Lac,"₹1,714 /sqft",0
2 BHK,"Sidcul , Haridwar",Mantra Happy Homes,Gated society 2 park swimming pool club house power backup temple gym internal market,"1,010 sqft",Super Built-up Area,₹31 Lac,"₹3,069 /sqft",2
2 BHK,"Bahadarabad, Haridwar",Eminent Aarogyam Apartments,"Feel nature with adhyatm and have a view get a morning sun light directly on your balcony , be the one having property on dev bhumi.","1,280 sqft",Super Built-up Area,₹64 Lac,"₹5,000 /sqft",2
2 BHK,"Shantikunj, Haridwar",nayyar appartment charanjeet villa,"We have 2bhk appartment located in very nice area. Fully furnished with all necessary items like tv, fridge, sofa , wardrobes, ac ,all necessary utensils,2 geysers, etc. Here oxygen level is so good whenever u wake up early in morning and go to balcony ,fresh cool air is coming. And chirping of birds u can listen and also u can find peace living here.","1,200 sqft",Carpet Area,₹27 Lac,"₹2,250 /sqft",2
1 BHK,"Patanjali Yogpeeth, Haridwar",Haridwar Paradise,"Fully furnished studio apartment price 22 lakh
Opposite coar college roorkee haridwar",250 sqft,Carpet Area,₹22 Lac,"₹8,800 /sqft",1
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar",Residential land available for sell.Located in suman nagar.Available at an price of rs 1500000.,"1,503 sqft",Plot Area,₹15 Lac,₹998 /sqft,0
Plot/Land,"Jagjeetpur, Haridwar","Jagjeetpur, Haridwar",Best in class property available at jagjeetpur location in haridwar,"1,500 sqft",Plot Area,₹36 Lac,"₹2,400 /sqft",0
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hero Alaknanda,"To build a splendid residence, this plot in patanjali yogpeeth, haridwar is the best fit for you. It spreads over 1360 sq.Ft. Super built up area. Possession of land can be secured immediately. The owner of the property has freehold entitlement over the land. The asking price is only 32 lac. Negotiable. This plot is facing the north-West direction. The plot location is close to school, close to...","1,360 sqft",Plot Area,₹29 Lac,"₹2,352 /sqft",0
Plot/Land,"Badheri Rajputan, Haridwar","Badheri Rajputan, Haridwar","Alice residency is itself a premium project and is located on the highway. Opposite ""crystal world water park"". Near by ""patanjali yogpeeth, haridwar food court, arogyam, core university and iit roorke"".","1,200 sqft",Plot Area,₹50.4 Lac,"₹4,199 /sqft",0
9 BHK,"Subhash Nagar, Haridwar","Subhash Nagar, Haridwar",Interested to sell independent house/villa.Placed at subhash nagar.Nice semifurnished enhancing decorit has spacious 9 bedrooms and 4 bathrooms. .Want to sell it for rs 6500000.It is a 10 years old property construction,"2,100 sqft",Plot Area,₹65 Lac,"₹3,095 /sqft",4
2 BHK,"Patanjali Yogpeeth, Haridwar",Arogyam,"Gated township, cctv, club house, 24/7 electricity and water supply, restaurant, hotel inside",950 sqft,Carpet Area,₹30 Lac,"₹3,157 /sqft",2
2 BHK,"Roshanabad, Haridwar",Hero Haridwar Greens,I m owner . Immediately sale 2 bhk furnished flat. First come first benefits for sale,775 sqft,Super Built-up Area,₹20 Lac,"₹2,580 /sqft",2
Plot/Land,"dhaluwala majbata, Haridwar","dhaluwala majbata, Haridwar",Dhaluwala majbata is an ideal location for buying agriculture plots in haridwar. This plot in dhaluwala majbata on chakk road is a great buy for you. It spreads over 22 bigha super built up area.The possession of the property can be received immediately. The property belongs to owner through freehold ownership. This agriculture plot is all yours for 2.45 crore. Open for negotiation.,"383,327 sqft",Plot Area,₹2.45 Cr,₹63 /sqft,0
2 BHK,"Jwalapur, Haridwar",flat,Property code: 1458433,"1,040 sqft",Carpet Area,₹38 Lac,"₹3,653 /sqft",2
Plot/Land,"Shyampur, Haridwar","Shyampur, Haridwar","East facing, 2 side open, shyampur","1,127 sqft",Plot Area,₹13.5 Lac,"₹1,197 /sqft",0
Plot/Land,Gajiwali Haridwar,Emerald Riviera,"Availabilty of market ,school ,collage hospitals","1,127 sqft",Plot Area,₹13.5 Lac,"₹1,197 /sqft",0
2 BHK,"Hetampur, Haridwar",Manu green's colony,"Indipendent house 2 bhk at manu green's colony, roshnabad situated, having 20 ft front road, near navodaya vidyalaya, roshnabad stedium, all school and college, police station, all govt offices nearby.",640 sqft,Plot Area,₹19 Lac,"₹2,968 /sqft",1
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hari Ashray Nagar,"Hari ashray is a government approved residential township on nh-58, haridwar, near acharyakulam and patanjali yogpeeth. Its very rare to find something that will awaken all your senses. A pleasing sight, a beautiful song, a whiff of fragrance, a taste of the divine or the serenity of the mind, never would you come across anything that offers all. That is unless you come to the ""hari ashray"". He...",900 sqft,Plot Area,₹29 Lac,"₹3,222 /sqft",0
Plot/Land,"Kankhal, Haridwar","Kankhal, Haridwar",2 side and 3 side open plots on main road amidst greenery. Reasonable rates. All documents in place. Proper electricity water connection approved. Id kankhal,750 sqft,Plot Area,₹12 Lac,"₹1,600 /sqft",0
2 BHK,"Shantikunj, Haridwar","Shantikunj, Haridwar","We have a builder floor available for sale in shantikunj, haridwar. Available at price of rs 22 lacs. It has super area of 750 sq ft. It has 2 bhk, 2 bathroom, 1 balcony.It is a freehold property",750 sqft,Super Built-up Area,₹22 Lac,"₹2,933 /sqft",2
Plot/Land,"Patanjali Yogpeeth, Haridwar",Hero Alaknanda,These plots are situated near patanjali yogpeeth and township developed by hero reality named alaknanda or ganga green.,"1,013 sqft",Plot Area,₹25 Lac,"₹2,466 /sqft",0
Plot/Land,"Suman Nagar, Haridwar","Suman Nagar, Haridwar","Residential plot for resale in suman nagar 
Lane no. -05","1,320 sqft",Plot Area,₹12.5 Lac,₹947 /sqft,0
2 BHK,"ip 2 hari chowk, Haridwar",gharaunda,"We are the proud owners of this 2 bhk apartment available in gharaunda, ip 2 hari chowk, haridwar. This it is a and the unit is located on 2nd floor and has a super built-Up area of 860 sq.Ft. . It has 2 bathroom(s) and 2 balcony(s). The ownership is leasehold type.",860 sqft,Super Built-up Area,₹24 Lac,"₹2,790 /sqft",2
Plot/Land,"Bahadarabad, Haridwar",shiv vihar calony,"Check out this plot for sale in bhadrabad, one of the best locations in haridwar. It spans over spectacular 2263 sq.Ft. Super built up area. Here, a solid foundation can easily withhold construction of 4 floors. To secure the perimeter, a boundary wall is present around the property. The possession of the property can be received from mon, 01 dec 2031. The property is owned under freehold contr...","2,263 sqft",Plot Area,₹56.58 Lac,"₹2,500 /sqft",0
2 BHK,"Sidcul NH 73, Haridwar",Hero Gharaunda,Pleasant and peaceful place with good ventilation,860 sqft,Super Built-up Area,₹23 Lac,"₹2,674 /sqft",2
8 BHK,"Jwalapur, Haridwar","Jwalapur, Haridwar","Interested to sell independent house/villa.Placed at jwalapur.Nice furnished enhancing decorit has spacious 8 bedrooms and 5 bathrooms. .3220.00 sq.Ft.(Builtup area) , 1540.00 sq.Ft.(Plot area) is the area of the propertywant to sell it for rs 7500000.It is a 10  years old property construction. There are 4 kitchens.","1,540 sqft",Plot Area,₹75 Lac,"₹4,871 /sqft",5
Plot/Land,"Sidcul , Haridwar","Sidcul , Haridwar","I have a land available for sale in shiva enclave,sidcul, haridwar. Available at price of rs 60 lacs. It has plot area of 2850 sq ft most suitable place for pg/ rental rooms .It is a freehold and approved property from hrda.","2,850 sqft",Plot Area,₹60 Lac,"₹2,105 /sqft",0
4 BHK,"Kankhal, Haridwar","Kankhal, Haridwar","2 facing house 
1 shop attached 
Near kankhal chowki
Walking distance from daksh mandir, kankhal","2,306 sqft",Plot Area,₹1.25 Cr,"₹5,419 /sqft",2
2 BHK,"Jwalapur, Haridwar",subhash nagar,Well constructed house build by a civil engineer for himself,"2,000 sqft",Plot Area,₹75 Lac,"₹3,750 /sqft",2
Plot/Land,"Bahadarabad, Haridwar",KK Shiv Ganga Vihar Phase 1,Old nh were nearby 450mtr and national highway were nearby 1km hospital near 200 mtr school near 150 mtr grocery store 50 meter near by the plot,"2,263 sqft",Plot Area,₹56.58 Lac,"₹2,500 /sqft",0
Plot/Land,"Bahadarabad, Haridwar",Krishna Enclave Bahadarabad,"We have a land available for sale in rawali mahdood, haridwar. Available at price of rs 2900000. It has plot area of 1450 sqft. It is a freehold property","1,392 sqft",Plot Area,₹25 Lac,"₹1,800 /sqft",0
1 BHK,"Kankhal, Haridwar",Gayatri Lok Apartment,The studio apartment is just next to the temple within the complex and offers a direct view of the holy ganges river. The apartment has an independent balcont which is enclosed by an iron grill and has a covering in the form of a gi sheet. The main entrance to the apartment also has a sturdy iron gate. One wall of the apartment has coloured glass ornamentation.,432 sqft,Carpet Area,₹15 Lac,"₹3,472 /sqft",1
Plot/Land,"Kangari, Haridwar","Kangari, Haridwar","This property is located in kangri village, nestled in the lap of nature, 7 km away from harki pauri, 100 meters away from the old haridwar road. All types of facilities like electricity, water, road etc. Are available at this place.","1,000 sqft",Plot Area,₹10.5 Lac,"₹1,050 /sqft",0
Plot/Land,"Pherupur Ramkhera, Haridwar","Pherupur Ramkhera, Haridwar",All facilities available like swimming pool 3 park hospital gym club near logistics hub,"1,125 sqft",Plot Area,₹23.63 Lac,"₹2,100 /sqft",0
2 BHK,"Kankhal, Haridwar","Kankhal, Haridwar","My house is located near the bank of river ganga , in a posh colony vishnu garden in pious city haridwar.
This colony is attached to the newly built expressway connecting delhi to haridwar.",600 sqft,Plot Area,₹40 Lac,"₹6,666 /sqft",2
2 BHK,"Aneki Hetmapur, Haridwar","Aneki Hetmapur, Haridwar",Very beautiful made by map sai mandir se 40mtr distance par near haridwar green appartment. 5 college in one kms distance. Pentagon mal 4 kms all stedium in 400mtr distance.,561 sqft,Plot Area,₹19.5 Lac,"₹3,475 /sqft",1
4 BHK,"Near ring rode jamalpur kalan, Haridwar",new mohan enclave,Its near ring road approx 500 mt medical college gas connections 24 c7 lights good locality,620 sqft,Plot Area,₹30 Lac,"₹4,838 /sqft",1
Plot/Land,"Jiya Pota, Haridwar","Jiya Pota, Haridwar",Hrda approved/rera registered plot/on road gated society,"1,144 sqft",Plot Area,₹35.46 Lac,"₹3,100 /sqft",0
Plot/Land,"Patanjali Yogpeeth, Haridwar","Patanjali Yogpeeth, Haridwar","We are proud owners of land available for sale in patanjali yogpeeth, haridwar. Available at price of rs 2880000. It has plot area of 1617 sqft. It is a freehold property","1,617 sqft",Plot Area,₹28.8 Lac,"₹1,781 /sqft",0
Plot/Land,"Inderlok Sidcul, Haridwar","Inderlok Sidcul, Haridwar",Residential homes for sale in inderlok sidcul haridwar uk,"3,228 sqft",Plot Area,₹2.7 Cr,"₹7,744 /sqft",0
8 BHK,"Sidcul , Haridwar","Sidcul , Haridwar",Best in class property available at inderlok sidcul location in haridwar,"3,228 sqft",Built-up Area,₹2.7 Cr,"₹7,745 /sqft",6
5 BHK,"near vedik parking, Haridwar","madhuban gali, new dheerwali",Total land h 1183 sqft,"1,183 sqft",Plot Area,₹60 Lac,"₹5,071 /sqft",3
8 BHK,"Jwalapur, Haridwar",jwalapur mohalla chauhanan,"Located in centre of the main market,",500 sqft,Plot Area,₹65 Lac,"₹13,000 /sqft",1
2 BHK,"Roshanabad, Haridwar",Hero Haridwar Greens,50acres of group housing development near roshnabad and sidcul area with park club swimming pool kids play area school nursing home with 75 percent green open area,"1,081 sqft",Super Built-up Area,₹32.5 Lac,"₹3,006 /sqft",2
7 BHK,"Shivalik Nagar, Haridwar",m cluster,"We are proud owners of house/villa available for sale in shivalik nagar, haridwar. Available at price of rs 23 lacs. It has plot area of 2152.7 sq ft. It has 7 bhk, 4 bathroom, 2 balcony.It is a freehold property","2,152 sqft",Plot Area,₹4 Cr,"₹18,581 /sqft",4
Plot/Land,"Patanjali Yogpeeth, Haridwar",Alice Residency,"Alice residency hrda approved residential plot on main nh334 haridwar near patanjali yogapeeth.
Gated society opposite of crystal world water park haridwar.",855 sqft,Plot Area,₹34 Lac,"₹3,976 /sqft",0
3 BHK,"Suman Nagar, Haridwar","Suman Nagar, Haridwar","3 bhk independent home 
3 rooms
2 bathroom
1 very big size kitchen
1 car parking
Two side facing home with 20ft road
Situated at green valley suman nagar bahadrabad haridwar","1,150 sqft",Built-up Area,₹25 Lac,"₹2,173 /sqft",2
Plot/Land,"Kankhal, Haridwar","Kankhal, Haridwar","Residential land available for sale.Located in kankhal.Available at an price of rs 80,00,000.Well developed colony.","1,500 sqft",Plot Area,₹80 Lac,"₹4,866 /sqft",0
Plot/Land,"Roshanabad, Haridwar",Navodaya Nagar Colony,Scenic locality with water and electricity facility. Near to the market.,"12,001 sqft",Plot Area,₹19.2 Lac,₹159 /sqft,0
Plot/Land,"Indralok, Haridwar","Indralok, Haridwar","Residential land available for sell.Located in indralok.Available at an price of rs 11400000.Map approved by hrda. Property comes under area of nagar palika shivalik nagar haridwar. Property is free hold. Very near to sidcul industrial area, pentagon mall, wave cinema, degree college, delhi public school, market, weekly market, dm office, hospital, play ground. Property is good for rental incom...","1,743 sqft",Plot Area,₹1.14 Cr,"₹6,540 /sqft",0
2 BHK,"Bahadarabad, Haridwar",Raghunath Residency,"Its a 2 bhk semi-Furnished , well maintained flat which includes ac's in 2 bedroom and 1 hall plus geyser in the master bathroom.The kitchen is having modular setting and a chimney plus wardrobes . All the doors are having net fittings door and window.It is located near sidcul turn opposite itc fortune hotel and sun city cinema .It is safe and secure society with garden for playing for kids.","1,100 sqft",Super Built-up Area,₹36 Lac,"₹3,454 /sqft",2
8 BHK,"Rishikul new colony, Haridwar","Rishikul new colony, Haridwar",Posh area property in haridwar,"1,350 sqft",Plot Area,₹1.8 Cr,"₹13,333 /sqft",4
2 BHK,"Sector 5A, Haridwar",Deep Ganga Apartments,"2bhk , newly painted house available on 2nd floor","1,170 sqft",Carpet Area,₹35 Lac,"₹2,991 /sqft",2
4 BHK,"Jwalapur, Haridwar","Jwalapur, Haridwar",4bhk residential house for resale in jwalapur anaj mandhi jwalapur road near jatwada pul,"1,500 sqft",Carpet Area,₹1.8 Cr,"₹12,000 /sqft",2
2 BHK,"Salempur, Haridwar",shivam vihar,Beautiful house for small family with green area around. Loan also available.,490 sqft,Plot Area,₹15.75 Lac,"₹3,214 /sqft",1
Plot/Land,"Jagjeetpur, Haridwar","Jagjeetpur, Haridwar","Residential land available for sell.Located in mohan enclave, raja garden road, near bhanu pratap school jagjeetpur.Available at an price of rs 1975000.",860 sqft,Plot Area,₹19.75 Lac,"₹2,296 /sqft",0
2 BHK,"Bahadarabad, Haridwar",Bhumi KRS Park And Homes,"2bhk available for rent : Special attraction of this flat : 1) a panoramic view 2) keep your eye on your children playing at ground 3) sufficient sunlight & moderate air flow. 4) cross ventilation. 5) fully furnished modular kitchen with chimney 6) wardrobe in each living room 7) curtain rods, led tubes, bulbs, ceiling fans at all places and door bell 8) safety grills at all windows 9) 24hrs li...","1,087 sqft",Carpet Area,₹44 Lac,"₹4,047 /sqft",2
10 BHK,"Sidcul NH 73, Haridwar",surya nagar,"I have a house/villa available for sale in sidcul nh 73, haridwar. Available at price of rs 1.3 crores. It has plot area of 7560 sq ft. It has 37 bhk, 37 bathroom, 3 balcony.It is a freehold property","7,560 sqft",Plot Area,₹1.3 Cr,"₹1,719 /sqft",10
2 BHK,"purushottam vihar, Haridwar",Krishna Appartment,"Located in the popular residential address of purushottam vihar, haridwar, krishna appartment is one of the most preferred destination for apartments in haridwar. Well connect and availability of public transport round the clock. This 2 bhk flat is your ticket to be a part of this community. This is a east-Facing property. Containing 2 bathrooms and 2 balconies, this flat is spread over an supe...",900 sqft,Super Built-up Area,₹33 Lac,"₹3,800 /sqft",2
5 BHK,"Jwalapur, Haridwar","Jwalapur, Haridwar","In the heart of city 
Gym shopping food 
Shiv temple","2,000 sqft",Plot Area,₹2 Cr,"₹10,000 /sqft",5
1 BHK,"niranjani akhara marg, Haridwar",ashirwad apartment,"Near by 5star hotel pilibhit house by ihcl and also very close to ganga ji river and market place on a very prime location near by market , ganga ji , and dams",600 sqft,Carpet Area,₹30 Lac,"₹5,000 /sqft",1
1 BHK,"aarogyam city pantjali, Haridwar","aarogyam city pantjali, Haridwar","Looking for buyer to purchase our studio apartment available for sale in aarogyam city pantjali, haridwar. Available at price of rs 28 lacs. It has super area of 450 sq ft. It has , 1 balcony.It is a freehold property",450 sqft,Super Built-up Area,₹28 Lac,"₹6,222 /sqft",0
Plot/Land,"Gaindi Khata, Haridwar","Gaindi Khata, Haridwar","Approx only 1.5 km from national highway 34 connecting haridwar to kotdwar
All basic facility like schools, hospitals are available only 1-5 km range. 
Only 20 km from haridwar city and railway station",981 sqft,Plot Area,₹8.18 Lac,₹833 /sqft,0
3 BHK,"Jwalapur, Haridwar",Subhash Nagar,Contact - Two side open property. Behind dps haridwar on bhel barrier no.8. On wide open main road.,"3,240 sqft",Plot Area,₹2.95 Cr,"₹7,716 /sqft",2
3 BHK,"Subhash Nagar, Haridwar","Subhash Nagar, Haridwar","Interested to sell independent house/villa.Placed at pac road subhash nagar.Nice semifurnished enhancing decorit has spacious 3 bedrooms and 3 bathrooms. .Want to sell it for rs 3000000.It is a 10 years old property construction. Near to railway station, petrol pump",500 sqft,Plot Area,₹28.5 Lac,"₹5,500 /sqft",3
1 BHK,"Bahadarabad, Haridwar","Bahadarabad, Haridwar","We are proud owners of builder floor available for sale in bahadarabad, haridwar. Available at price of rs 1.25 crores. It has super area of 4800 sq ft. It has 1 rk, 1 bathroom, 4 balcony.It is a freehold property","4,800 sqft",Super Built-up Area,₹1.25 Cr,"₹2,604 /sqft",1
Plot/Land,"Industrial Area, Haridwar","Industrial Area, Haridwar","Check out this plot in industrial area, haridwar, an ideal destination to build your dream residence. It's a 1250 sq.Ft. Super built up area property. This property allows you to construct upto 3 floors. Expected possession of property immediately. The property is owned under freehold contract. The plot is available at a price of  25 lac. The owner is open for negotiation.","1,250 sqft",Plot Area,₹25 Lac,"₹2,000 /sqft",0
Plot/Land,"Atmalpur Bongla, Haridwar",shiv vihar,"Planning to build residence in haridwar? This plot in atmalpur bongla is the best deal for you. The plot is around super built up area of 2263 sq.Ft. In size. Up to 4 floors can be easily built on this land. The property is enclosed by boundary wall. Possession of land can be secured from sat, 01 nov 2031. Currently the nature of ownership of the property is freehold. The expected price for the...","2,263 sqft",Plot Area,₹56.58 Lac,"₹2,500 /sqft",0
4 BHK,"Patanjali Yogpeeth, Haridwar",Arogyam,"It has a spacious personal terrace of 550 sq ft. There is a utility balcony . The colony is gated with security, lifts, gardens , temple, club, shops and restaurants. Best colony in haridwar district with maximum open green area.","2,700 sqft",Carpet Area,₹1.1 Cr,"₹4,800 /sqft",3
3 BHK,"Ramdham Colony, Haridwar","Ramdham Colony, Haridwar","Independent house for sale at ram dham colony near shivalik nagar haridwar
It has 22 feet wide road and built on 1450 sqft area.
The area is under nagar palika.
Only serious buyer should contact.","1,450 sqft",Plot Area,₹60 Lac,"₹4,137 /sqft",2
Plot/Land,"Bahadarabad, Haridwar","Bahadarabad, Haridwar","We have a land available for sale in bahadarabad, haridwar. Available at price of rs 5000000. It has plot area of 2700 sqft. It is a freehold property","2,700 sqft",Plot Area,₹50 Lac,"₹1,851 /sqft",0
Plot/Land,"Bahadarabad, Haridwar","Bahadarabad, Haridwar","2700 sqft plot size 
Near ankurum public school","2,700 sqft",Plot Area,₹50 Lac,"₹1,851 /sqft",0
Plot/Land,"Kankhal, Haridwar","Kankhal, Haridwar","I have a land available for sale in kankhal, haridwar. Available at price of rs 4032000. It has plot area of 1260 sq ft. It is a freehold property","1,260 sqft",Plot Area,₹40.32 Lac,"₹3,200 /sqft",0
4 BHK,"Kankhal, Haridwar","Kankhal, Haridwar","Interested to sell independent house/villa.Placed at kankhal.Nice unfurnished enhancing decorit has spacious 4 bedrooms and 5 bathrooms. .Want to sell it for rs 8500000.It is a 5-10 years old property construction.Near to school,market and hospital etc.","2,205 sqft",Plot Area,₹85 Lac,"₹3,855 /sqft",5
3 BHK,"Shivalik Nagar, Haridwar","Shivalik Nagar, Haridwar","Interested to sell independent house/villa.It is a 5-10 years old property constructionplaced at shivalik nagar.Nice furnished enhancing decorit has spacious 3 bedrooms and 2 bathrooms. .Want to sell it for rs 60000000. Basement and shop is also there. Teakwood furniture,column and map based property. It is a solid constructed building.","2,604 sqft",Plot Area,₹6 Cr,"₹23,034 /sqft",2
